pid,stage,projectname,keywords,country,location,sector,subsector,totalbudget,financialstructure,eststart,estcompletion,developer,sponsor,lat,lng,geocode
3507,planning,STOCKTON CHANNEL VIADUCT BRIDGE REHAB,"transport, bridge,Stockton,Channel,viaduct,bridge,CA,California,Caltrans",United States,"Stockton, CA",Transport,Bridges,594,PPP,2018-06-01,2022-06-01,,Caltrans,37.957702,-121.29078,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Stockton, CA United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Stockton"",""adminArea5Type"":""City"",""adminArea4"":""San Joaquin County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":37.957702,""lng"":-121.29078},""displayLatLng"":{""lat"":37.957702,""lng"":-121.29078}}]}]}"
3826,planning,I-20 BRIDGE REPLACEMENTS IN AIKEN COUNTY,"bridge,SCDOT,SC 19,S-447,I 20,Aiken County,SC,South Carolina",United States,"Augusta, South Carolina",Transport,Bridges,100,,2023-06-01,2025-06-01,,South Carolina DOT,34.932001,-82.232435,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Augusta, South Carolina""},""locations"":[{""street"":""Augusta"",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Greer"",""adminArea5Type"":""City"",""adminArea4"":""Greenville County"",""adminArea4Type"":""County"",""adminArea3"":""SC"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""29651"",""geocodeQualityCode"":""B1AXX"",""geocodeQuality"":""STREET"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":34.932001,""lng"":-82.232435},""displayLatLng"":{""lat"":34.932001,""lng"":-82.232435}}]}]}"
3823,feasibility,Walker Lake Pumped Storage Project 2GW,"nevada,hydro,pumped storage",United States,"Walker Lake, Nevada",Energy,Generation — Hydro,3000,Private,2024-06-01,1111-11-11,Premium Energy Holdings LLC,"DOI, BLM, FERC",38.648254,-118.755139,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Walker Lake, Nevada""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Walker Lake"",""adminArea5Type"":""City"",""adminArea4"":""Mineral County"",""adminArea4Type"":""County"",""adminArea3"":""NV"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.648254,""lng"":-118.755139},""displayLatLng"":{""lat"":38.648254,""lng"":-118.755139}}]}]}"
3841,planning,Ascension Saint Thomas Rutherford Hospital at Westlawn,"hospital,tennessee,TN",United States,"Blackman, Tennessee",Social,Hospitals,25,Private,2021-04-01,2022-04-01,Ascension Saint Thomas Hospital,,35.875343,-86.498326,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Blackman, Tennessee""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Blackman"",""adminArea5Type"":""City"",""adminArea4"":""Rutherford County"",""adminArea4Type"":""County"",""adminArea3"":""TN"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":35.875343,""lng"":-86.498326},""displayLatLng"":{""lat"":35.875343,""lng"":-86.498326}}]}]}"
3506,planning,SR 51 Corridor Improvements J St to Arden Way,"transport, highways,Caltrans,California,CA,SR 51,Sacramento",United States,"Sacramento, California",Transport,Highways,165,PPP,2016-06-01,2026-06-01,,Caltrans,38.581572,-121.4944,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Sacramento, California United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Sacramento"",""adminArea5Type"":""City"",""adminArea4"":""Sacramento County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.581572,""lng"":-121.4944},""displayLatLng"":{""lat"":38.581572,""lng"":-121.4944}}]}]}"
3575,planning,Interstate 55 / Crump Boulevard Interchange,"tennessee,transport,highways,I-55,crump boulevard,TN",United States,"Memphis, Tennessee",Transport,Highways,74,,2021-10-01,2023-10-01,,Tennessee Department of Transportation,35.149022,-90.051628,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Memphis, Tennessee""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Memphis"",""adminArea5Type"":""City"",""adminArea4"":""Shelby County"",""adminArea4Type"":""County"",""adminArea3"":""TN"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":35.149022,""lng"":-90.051628},""displayLatLng"":{""lat"":35.149022,""lng"":-90.051628}}]}]}"
3510,planning,SR 216 Lover's Lane Rehab,"transport, highways,CA,California",United States,"Visalia, California",Transport,Highways,26,Public,2020-06-01,2022-06-01,,Caltrans,36.330228,-119.292058,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Visalia, California United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Visalia"",""adminArea5Type"":""City"",""adminArea4"":""Tulare County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":36.330228,""lng"":-119.292058},""displayLatLng"":{""lat"":36.330228,""lng"":-119.292058}}]}]}"
3515,feasibility,Little Cottonwood Canyon,"transport, highways,UT,Utah",United States,"Granite, Utah",Transport,Highways,65,,2017-06-01,2030-06-01,,Utah DOT,40.573004,-111.806043,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Granite, Utah United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Granite"",""adminArea5Type"":""City"",""adminArea4"":""Salt Lake County"",""adminArea4Type"":""County"",""adminArea3"":""UT"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""UT 84093"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.573004,""lng"":-111.806043},""displayLatLng"":{""lat"":40.573004,""lng"":-111.806043}}]}]}"
3856,feasibility,Platte-Winner Bridge Replacement,"SD,bridge,replacement",United States,"Platte, South Dakota",Transport,Bridges,100,Public,2025-06-01,1111-11-11,,South Dakota DOT,43.38694,-98.84453,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Platte, South Dakota""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Platte"",""adminArea5Type"":""City"",""adminArea4"":""Charles Mix County"",""adminArea4Type"":""County"",""adminArea3"":""SD"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":43.38694,""lng"":-98.84453},""displayLatLng"":{""lat"":43.38694,""lng"":-98.84453}}]}]}"
3512,procurement,"I-405, SR 522 Vicinity to SR 527 Express Toll Lanes Improvement Project","transport, highways,WA,Washington",United States,"Bothell, Washington",Transport,Highways,490,Public,2019-06-01,2025-06-01,,Washington State DOT,47.75987,-122.206829,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Bothell, Washington""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Bothell"",""adminArea5Type"":""City"",""adminArea4"":""King County"",""adminArea4Type"":""County"",""adminArea3"":""WA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":47.75987,""lng"":-122.206829},""displayLatLng"":{""lat"":47.75987,""lng"":-122.206829}}]}]}"
3825,planning,I-90 & LaCrosse Street Diverging Diamond Interchange,"ddi,diverging diamond,south dakota,SD",United States,"Rapid City, South Dakota",Transport,Highways,13,Public,2020-10-01,2022-11-01,TBD Summer 2020,SDDOT,44.081176,-103.228006,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Rapid City, South Dakota""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Rapid City"",""adminArea5Type"":""City"",""adminArea4"":""Pennington County"",""adminArea4Type"":""County"",""adminArea3"":""SD"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":44.081176,""lng"":-103.228006},""displayLatLng"":{""lat"":44.081176,""lng"":-103.228006}}]}]}"
3513,planning,Alkali Creek Reservoir Project,"water, irrigation, reservoir,WY,Wyoming",United States,"Hyattville, Wyoming",Water,Irrigation,59,,2007-06-01,2024-06-01,,Wyoming Water Development Commission,44.245793,-107.602829,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Hyattville, Wyoming""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Hyattville"",""adminArea5Type"":""City"",""adminArea4"":""Big Horn County"",""adminArea4Type"":""County"",""adminArea3"":""WY"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":44.245793,""lng"":-107.602829},""displayLatLng"":{""lat"":44.245793,""lng"":-107.602829}}]}]}"
3674,planning,Grant Avenue Connect Parkway Project,"Grant Avanue,Missouri,Smart,Urban,Multi-use,Multimodal,transport,Connect,Parkway,MO",United States,"Springfield, Missouri",Transport,Multimodal,26,,2021-12-01,2024-12-01,,City of Missouri,37.216678,-93.292037,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Springfield, Missouri""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Springfield"",""adminArea5Type"":""City"",""adminArea4"":""Greene County"",""adminArea4Type"":""County"",""adminArea3"":""MO"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":37.216678,""lng"":-93.292037},""displayLatLng"":{""lat"":37.216678,""lng"":-93.292037}}]}]}"
3676,planning,I-65 Mobility and Access Project,"Indiana,DOT,!-65,US 50,SR 58,IN",United States,"Columbus, Indiana",Transport,Highways,50,PPP,2020-08-01,2023-06-01,WSP,INDOT,39.201441,-85.92138,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Columbus, Indiana""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Columbus"",""adminArea5Type"":""City"",""adminArea4"":""Bartholomew County"",""adminArea4Type"":""County"",""adminArea3"":""IN"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":39.201441,""lng"":-85.92138},""displayLatLng"":{""lat"":39.201441,""lng"":-85.92138}}]}]}"
3687,planning,Northwest Business Corridor Truck Route Road Improvements,"Kansas,Northwest,Hays,Highway 183,183,Interstate 70,70,230th Avenue,Truck Route,KS",United States,"Hays, Kansas",Transport,Highways,11,PPP,2021-12-01,2022-12-01,,Ellis County; Kansas DOT,38.879178,-99.32677,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Hays, Kansas""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Hays"",""adminArea5Type"":""City"",""adminArea4"":""Ellis County"",""adminArea4Type"":""County"",""adminArea3"":""KS"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""67601"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.879178,""lng"":-99.32677},""displayLatLng"":{""lat"":38.879178,""lng"":-99.32677}}]}]}"
3692,feasibility,Plank-Nicholson Bus Rapid Transit,"BRT,Bus Rapid Transit,Louisiana,CATS,Plank,Nicholson,Plank-Nicholson,Baton Rouge,LA",United States,"Baton Rouge, Louisiana",Transport,Transit,40,,2021-06-01,2023-06-01,,Capital Area Transit Systems (CATS),30.44596,-91.18738,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Baton Rouge, Louisiana""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Baton Rouge"",""adminArea5Type"":""City"",""adminArea4"":""East Baton Rouge Parish"",""adminArea4Type"":""County"",""adminArea3"":""LA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":30.44596,""lng"":-91.18738},""displayLatLng"":{""lat"":30.44596,""lng"":-91.18738}}]}]}"
3695,planning,Southern Illinois Multi-Modal Station (SIMMS),"Amtrak,Carbondale,IL",United States,"Carbondale, Illinois",Transport,Multimodal,18,Public,2021-01-01,2023-10-01,,City of Carbondale,37.727469,-89.216655,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Carbondale, Illinois""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Carbondale"",""adminArea5Type"":""City"",""adminArea4"":""Jackson County"",""adminArea4Type"":""County"",""adminArea3"":""IL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":37.727469,""lng"":-89.216655},""displayLatLng"":{""lat"":37.727469,""lng"":-89.216655}}]}]}"
3696,planning,Station 46 Bridge Replacement Project,"Maine,DOT,Station,46,Bridge,Replacement,ME",United States,"Augusta, Maine",Transport,Bridges,30,,2022-06-01,2023-06-01,,Maine DOT,44.310583,-69.779663,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Augusta, Maine""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Augusta"",""adminArea5Type"":""City"",""adminArea4"":""Kennebec County"",""adminArea4Type"":""County"",""adminArea3"":""ME"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":44.310583,""lng"":-69.779663},""displayLatLng"":{""lat"":44.310583,""lng"":-69.779663}}]}]}"
3714,feasibility,(TX) FM 664 (US 287 to FM 1387),"TDOT,Texas,transport,TX",United States,"Waxahachie, Texas",Transport,Highways,10,,2022-06-01,2023-06-01,,Texas DOT,32.386531,-96.848331,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Waxahachie, Texas""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Waxahachie"",""adminArea5Type"":""City"",""adminArea4"":""Ellis County"",""adminArea4Type"":""County"",""adminArea3"":""TX"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""75165"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":32.386531,""lng"":-96.848331},""displayLatLng"":{""lat"":32.386531,""lng"":-96.848331}}]}]}"
3701,planning,The Underline Multimodal Mobility Corridor,"multimodal,metrorail,regional,transit,heavy rail,bus terminals,miam-dade,florida,FL",United States,"Miami, Florida",Transport,Multimodal,99,PPP,2021-10-01,2025-10-01,,Miami-Dade County Department of Transportation and Public Works (DTPW),25.774266,-80.193659,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Miami, Florida""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Miami"",""adminArea5Type"":""City"",""adminArea4"":""Miami-Dade County"",""adminArea4Type"":""County"",""adminArea3"":""FL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":25.774266,""lng"":-80.193659},""displayLatLng"":{""lat"":25.774266,""lng"":-80.193659}}]}]}"
3722,procurement,I-90 - Lincoln Co. to BNSF RR Bridge - Roadside Improvements,"Washington,State,Department,of,Transportation,DOT,I-90,Lincoln,Roadside,WA",United States,"Medical Lake, Washington",Transport,Highways,1,Public,2020-10-01,2021-06-01,,Washington State DOT,47.57271,-117.682391,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Medical Lake, Washington""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Medical Lake"",""adminArea5Type"":""City"",""adminArea4"":""Spokane County"",""adminArea4Type"":""County"",""adminArea3"":""WA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""99022"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":47.57271,""lng"":-117.682391},""displayLatLng"":{""lat"":47.57271,""lng"":-117.682391}}]}]}"
